CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,Latitude,Longitude,BriefFacts
241,FIR202600241,CASE202600241,2025-09-16,17,148,2,2,11,31,1,44,2025-09-16 17:27:38,2025-09-16 19:53:38,2025-09-16 20:40:38,16.697667,77.573013,"On September 16, 2025 at approximately 17:27:38 hours, a complaint was filed by Zansi Pandya regarding money laundering committed by Balveer Konda and Yashasvi Dyal against the victim Onveer Zachariah. The incident occurred in Shivamogga, Karnataka. Further investigation is underway to gather evidence and"
242,FIR202600242,CASE202600242,2025-08-04,239,19,1,2,9,25,4,5,2025-08-03 20:35:15,2025-08-04 08:34:15,2025-08-04 10:31:15,11.741641,74.422998,"On August 3rd, 2025 at around 8:35 PM, APMC Police Station in Belagavi received a complaint from Aradhana Nath regarding her missing daughter, Nimrat Ramachandran. The complainant alleges that she last saw Nimrat at their residence in the evening when she went to give her dinner. However, when she returned, Nimrat was now"
243,FIR202600243,CASE202600243,2026-05-27,65,75,3,2,6,17,1,21,2026-05-27 15:22:18,2026-05-27 18:03:18,2026-05-27 19:21:18,18.372259,77.914166,"On 27th May 2026 at approximately 15:22:18hrs, a serious assault took place at Dakshina Kannada Central Police Station, Dakshina Kannada district. The complainant, Gunbir Narayanan, reported that the accused, Arunima Murty, had physically assaulted the victim, Azaan Bala, resulting in griev"
244,FIR202600244,CASE202600244,2024-12-17,65,75,1,2,15,43,4,21,2024-12-17 08:49:54,2024-12-17 12:48:54,2024-12-17 12:57:54,18.387428,77.881958,"On 17th December 2024 at around 8:49 pm, a rioting incident occurred in front of Dakshina Kannada Central Police Station, Dakshina Kannada district. The complainant Hemang Narula reported that the accused Advik Raja and Pallavi Mannan instigated a group of people to create a disturbance and raise communal slogans, leading to"
245,FIR202600245,CASE202600245,2025-12-21,158,126,3,2,15,43,1,38,2025-12-21 04:55:28,2025-12-21 10:31:28,2025-12-21 11:53:28,15.902004,77.626332,"On 21st December 2025 at around 4:55 am, a rioting incident occurred at Nazarbad Police Station in Mysuru district. The complainant, Samuel Chadha, reported that Nathan Purohit was assaulted by Naksh Gara, resulting in injuries. The accused is currently being detained at the police station, and further investigation is underway to determine the circumstances leading to"
246,FIR202600246,CASE202600246,2025-01-11,257,50,4,2,11,33,5,15,2025-01-11 04:07:21,2025-01-11 13:03:21,2025-01-11 13:25:21,16.398152,75.572381,"On 11th January, 2025 at about 04:07:21 hours, a complaint was lodged by Zashil Dube at Bidar East Police Station, District Bidar, regarding an economic offence committed by Anusha Patla. The accused is alleged to have forged documents belonging to Mitali Lanka with the intention of misappropriating funds."
247,FIR202600247,CASE202600247,2025-05-04,176,3,1,2,6,16,4,1,2025-05-04 08:37:06,2025-05-04 19:53:06,2025-05-04 21:29:06,15.910052,74.125778,"On 4th May 2025 at approximately 8:37 am, a simple assault case was reported at Bagalkote West Police Station in Bagalkote district. The complainant, Osha Sibal, alleged that the accused, Aarna Dubey, had physically harmed him by slapping him on his left cheek. The incident occurred near the local market area and was witnessed by several people"
248,FIR202600248,CASE202600248,2025-11-19,383,152,3,1,10,30,2,45,2025-11-19 03:25:28,2025-11-19 07:04:28,2025-11-19 08:58:28,12.591154,74.063219,"On 19th November 2025 at approximately 3:25 am, Tumakuru Town Police Station received a complaint from Mahika Contractor, the victim's mother, regarding stalking and harassment by Chatura Ranganathan and Hredhaan Nagarajan towards Ayushman Vig, a 22-year-old female. The accused have been following and watching"
249,FIR202600249,CASE202600249,2025-02-24,301,149,3,1,2,5,1,44,2025-02-24 08:17:06,2025-02-24 11:25:06,2025-02-24 12:31:06,16.758868,77.48324,"On 24th February 2025 at approximately 8:17 am, Shivamogga North Police Station received a complaint from Akshay Sinha regarding a bank robbery that occurred at Kashvi Comar's residence in Shivamogga. The accused, Samaksh Bumb and Tejas Pant, entered the residence by force, threatened the victim, and stole c"
250,FIR202600250,CASE202600250,2025-03-08,69,116,4,2,4,11,3,34,2025-03-08 00:03:50,2025-03-08 06:22:50,2025-03-08 07:41:50,14.458985,76.716727,"On March 8, 2025, at approximately 00:03:50 hours, a fraudulent insurance claim was filed by Lekha Verma against Ansh Sunder at Koppal Town Police Station, Koppal District. The complainant, Vidhi Deep, reported that Lekha Verma had intentionally damaged her vehicle and then filed an insurance claim"
251,FIR202600251,CASE202600251,2026-01-16,336,121,2,2,1,3,1,35,2026-01-15 21:45:34,2026-01-16 06:04:34,2026-01-16 06:29:34,15.046516,74.422275,"On 15th January 2026 at around 9:45 pm, Yuvraj Chana of Xalak Walla reported to Mandya East Police Station that his mobile phone was stolen from his residence by Qabil Babu and Urmi Raj. The complainant, Amruta Bhattacharya, witnessed the incident and provided a detailed description of the accused. Further investigation is underway"
252,FIR202600252,CASE202600252,2024-09-13,227,98,3,2,12,34,3,28,2024-09-13 11:15:37,2024-09-13 17:54:37,2024-09-13 18:27:37,17.441626,77.585965,"On September 13, 2024, at approximately 11:15 a.m., Samuel Khare filed a complaint with Haveri East Police Station regarding an incident of arson that occurred earlier in the day. According to Khare, Mohammed Patil's property was intentionally set on fire by Jasmit Sha, resulting in significant damage to the structure and its contents. An investigation into"
253,FIR202600253,CASE202600253,2025-06-18,98,131,4,2,12,36,3,40,2025-06-18 09:19:58,2025-06-18 17:03:58,2025-06-18 18:18:58,15.921202,77.681136,"On 18th June 2025 at around 9:19 am, Metagalli Police Station received a complaint from Vincent Nanda regarding illegal encroachment of his property by Kavya Agrawal and Upadhriti Dave. The complainant alleged that the accused had constructed a building on his land without proper authorization, thereby causing damage to his property. The incident is believed to have"
254,FIR202600254,CASE202600254,2026-07-12,252,142,2,1,13,37,5,42,2026-07-12 13:40:28,2026-07-12 16:13:28,2026-07-12 17:15:28,17.512869,73.997272,"On 12th July 2026 at approximately 1340 hours, a complaint was filed by Falguni Sethi regarding an organized crime incident that occurred in Ramanagara Town. The victim, Harini Narang, reported that she was attacked and injured by a group of individuals led by Ojasvi Jani. Further investigation revealed that the accused and his accomplices are involved in gang activity"
255,FIR202600255,CASE202600255,2026-07-11,389,136,1,2,1,3,5,38,2026-07-10 20:54:04,2026-07-11 01:30:04,2026-07-11 02:43:04,15.908116,77.627451,"On 10th July 2026 at approximately 8:54 PM, a theft incident occurred at Hamsini Bawa's residence in Udayagiri Police Station jurisdiction, Mysuru district. The complainant, Bhavani Pingle, reported that her mobile phone was stolen by Krisha Radhakrishnan and Yug Pathak. Further investigation is underway to"
256,FIR202600256,CASE202600256,2024-09-14,349,96,4,1,2,6,2,26,2024-09-13 23:40:08,2024-09-14 12:17:08,2024-09-14 13:24:08,18.459161,76.928914,"On September 13th, 2024 at approximately 11:40 PM, a chain snatching incident occurred in Hassan South Police Station's jurisdiction. The victim, Mitali Talwar and Brijesh Anne, had their chains stolen by the accused Gaurav Balay and Janaki Patla. Ekaraj Guha, the complainant, reported the incident to the"
257,FIR202600257,CASE202600257,2024-12-24,106,80,1,1,8,22,5,22,2024-12-23 18:38:30,2024-12-24 02:07:30,2024-12-24 03:24:30,15.914071,75.712965,"On 23rd December 2024 at around 18:38:30 hours, a complaint was lodged by Hemangini Sha at Davanagere West Police Station, District Davanagere, regarding a drug offence. The accused, Tejas Vala and Sanaya Sanghvi, were found in possession of banned drugs, leading to the filing of an FIR"
258,FIR202600258,CASE202600258,2025-01-30,301,149,3,2,12,34,4,43,2025-01-30 06:35:52,2025-01-30 12:27:52,2025-01-30 12:32:52,16.737417,77.485547,"On 30th January 2025 at approximately 6:35 AM, Shivamogga North Police Station received a complaint from Qarin Chowdhury regarding an incident of property damage and arson committed by Rachita Korpal against Urvi Bera. The accused had deliberately set fire to the victim's residence, causing significant damage to property and endangering the lives of the occupants."
259,FIR202600259,CASE202600259,2026-05-26,413,48,3,2,12,34,5,12,2026-05-26 14:21:10,2026-05-26 16:20:10,2026-05-26 18:19:10,15.673604,77.738122,"On 26th May 2026 at approximately 2:21 pm, Bellandur Police Station received a complaint from Wahab Setty regarding an incident of arson that occurred at Champak Narasimhan's residence in Bengaluru Urban. The accused, Jagvi Vyas, Omisha Rajagopal and Mahika Nadig, are alleged to have intentionally set fire"
260,FIR202600260,CASE202600260,2026-04-19,327,157,3,1,7,19,2,45,2026-04-18 20:21:36,2026-04-19 08:07:36,2026-04-19 09:34:36,12.578607,74.02431,"On 18th April 2026 at around 8:41 pm, Tumakuru Central Police Station received a complaint from Gagan Lal regarding the kidnapping of his two daughters, Varsha Nair and Sara Rau. The complainant alleges that Lopa Garde and Chakradhar Lalla, both residents of Tumakuru district, abducted the min"
261,FIR202600261,CASE202600261,2026-04-17,438,172,4,2,14,41,4,50,2026-04-17 16:47:55,2026-04-17 19:30:55,2026-04-17 20:59:55,18.163123,78.268683,"On 17th April 2026 at approximately 4:47 pm, Avni Lalla filed a complaint with Vijayanagara North Police Station regarding a hit and run incident that occurred on the Ring Road, Vijayanagara. The complainant stated that Udyati Chana and Urmi Buch were struck by a speeding vehicle driven by Zarna Varkey and Dal"
262,FIR202600262,CASE202600262,2025-04-15,123,118,1,2,3,9,4,34,2025-04-15 10:33:53,2025-04-15 19:41:53,2025-04-15 21:19:53,14.515509,76.713448,"On 15th April 2025 at approximately 10:33 am, a complaint was filed by Udarsh Raja at Koppal West Police Station, Koppal district, regarding an identity theft incident. The victim, Triveni Chandra, alleges that her personal information has been stolen and misused by an individual named Hitesh Dora. An investigation is underway"
263,FIR202600263,CASE202600263,2024-11-14,312,146,3,1,8,24,5,44,2024-11-13 20:33:44,2024-11-14 04:07:44,2024-11-14 05:00:44,16.76394,77.50581,"On 13th November 2024 at around 8:33 PM, a complaint was filed by Hemangini Munshi at Shivamogga Town Police Station regarding a drug offense committed by Yochana Sant. The accused was found manufacturing drugs in a residential area of Shivamogga. The victim, Vasana Sengupta, reportedly witnessed the crime and"
264,FIR202600264,CASE202600264,2026-03-16,218,82,3,2,4,12,1,23,2026-03-15 21:35:50,2026-03-15 23:26:50,2026-03-16 00:55:50,13.348378,78.330123,"On 15th March 2026 at around 9:35 pm, a complaint was filed by Ikbal Dara at Dharwad Town Police Station, Dharwad district, regarding an investment scam committed by Januja Loyal. The victim, Samaksh Sur, had invested a significant amount of money with Loyal, who promised unrealistic returns. However, the investment"
265,FIR202600265,CASE202600265,2025-12-12,456,150,1,2,4,10,1,44,2025-12-12 02:09:15,2025-12-12 04:47:15,2025-12-12 04:56:15,16.791588,77.534036,"On December 12th, 2025 at approximately 2:09 a.m., Shivamogga South Police Station received a complaint from Bina Malhotra regarding cheque fraud committed by Osha Shah and Vrishti Choudhary against Ikshita Chadha. The complainant alleges that the accused drew a cheque on her account without her consent or authorization"
266,FIR202600266,CASE202600266,2025-10-07,81,47,1,2,4,12,1,13,2025-10-06 21:43:04,2025-10-07 05:11:04,2025-10-07 05:45:04,15.62994,77.708696,"On 6th October 2025 at approximately 9:43 PM, a complaint was filed by Upasna Kamdar regarding an investment scam committed by Qabil Shanker and Pranit Jhaveri. The complainant, Rohan Behl, had invested a significant amount of money with the accused, who promised unrealistic returns. However, the accused failed to deliver"
267,FIR202600267,CASE202600267,2026-07-04,488,162,1,2,3,9,3,48,2026-07-04 11:38:23,2026-07-04 16:30:23,2026-07-04 18:08:23,15.01163,74.495672,"On 04th July 2026 at approximately 11:38 AM, a cybercrime was reported at Udupi West Police Station in Udupi District. The complainant Rohan Aggarwal reported that his friend Aditya Sami's identity had been stolen by Divya Sant and Anusha Kalla. The accused allegedly used Mr. Sami's"
268,FIR202600268,CASE202600268,2025-11-06,239,18,3,2,4,11,2,7,2025-11-06 09:07:27,2025-11-06 20:40:27,2025-11-06 21:13:27,11.685516,74.393597,"On 6th November 2025 at approximately 9:07 am, Vadgaon Police Station in Belagavi district received a complaint from Baghyawati Chana regarding an insurance fraud committed by Krishna Dhar. The victim, Omkaar Sidhu, had purchased a life insurance policy worth INR 50 lakhs with Dhar as the proposer and beneficiary"
269,FIR202600269,CASE202600269,2024-07-29,303,115,2,2,11,33,4,33,2024-07-28 20:09:11,2024-07-29 05:40:11,2024-07-29 05:51:11,12.541289,77.461597,"On 28th July 2024 at approximately 8:09 pm, a complaint was filed by Ekiya Banik at Kolar North Police Station regarding an economic offense committed by Urmi Naidu and Chanakya Devi. The victim, Triya Tak, alleges that the accused forged her signature on a cheque worth Rs 50,000, which"
270,FIR202600270,CASE202600270,2026-03-04,212,51,3,2,12,35,4,15,2026-03-03 21:51:07,2026-03-04 01:10:07,2026-03-04 02:03:07,16.440706,75.563189,"On 3rd March 2026 at around 9:51 pm, Yutika Shanker, the complainant, reported to Bidar West Police Station that Yagnesh Kuruvilla, the victim, had their property damaged by Keya Vala, the accused. The accused vandalized the victim's property by throwing stones and breaking windows, causing damage worth INR 500"
271,FIR202600271,CASE202600271,2025-02-24,22,91,2,1,5,15,2,25,2025-02-23 21:35:36,2025-02-24 06:33:36,2025-02-24 06:45:36,12.67469,77.354247,"On February 23rd, at approximately 9:35 PM, a murder occurred in the Gadag North Police Station's jurisdiction. The victim was Fiyaz Dalal and Luke Tiwari, who were killed by Wridesh Narula and Ganga Dara, both of whom are accused of committing the crime. According to Bhavika Cherian, the complainant, the murder was an honor"
272,FIR202600272,CASE202600272,2025-11-13,88,36,2,1,7,19,3,13,2025-11-13 03:52:44,2025-11-13 08:13:44,2025-11-13 09:40:44,15.632294,77.767408,"On 13th November 2025 at approximately 03:52:44 hours, a kidnapping incident occurred in HAL Police Station jurisdiction, Bengaluru Urban district. Ekavir Sagar, the complainant, reported that his two children, Aashi Varughese and Naksh Padmanabhan, were kidnapped by David Sankaran and Reyansh Chhabra."
273,FIR202600273,CASE202600273,2026-05-30,446,128,1,2,9,27,2,37,2026-05-30 16:24:23,2026-05-30 17:41:23,2026-05-30 18:34:23,15.882769,77.615348,"On 30th May 2026 at around 4:24 pm, Chaitanya Mander, the complainant, reported to Alanahalli Police Station that his friend Lucky Kala has gone missing since the previous night. The last time he saw Lucky was when they were together at a party in Mysuru. Lucky is known to have a history of running away without informing anyone, but"
274,FIR202600274,CASE202600274,2024-10-28,450,103,1,2,4,12,5,29,2024-10-27 22:58:37,2024-10-28 03:28:37,2024-10-28 03:59:37,14.314934,74.296219,"On 27th October 2024 at around 10:38 PM, Shaurya Agarwal, a resident of Kalaburagi West Police Station in Kalaburagi district, filed a complaint alleging that Aradhana Balan and Anirudh Bora had committed fraud by indulging in an investment scam. The complainant claimed that the accused had"
275,FIR202600275,CASE202600275,2024-10-14,284,7,2,2,15,43,1,4,2024-10-14 08:49:00,2024-10-14 21:37:00,2024-10-14 22:43:00,16.666374,77.092343,"On 14th October 2024 at approximately 8:49 am, a riotous disturbance occurred in Ballari East Police Station's jurisdiction. Gauri Bassi, the complainant, alleges that Rudra Lalla and Dhriti Rege were assaulted by Zarna Handa, Pranav Devi, and Mohini Krishnamurthy. The accused are accused"
276,FIR202600276,CASE202600276,2024-10-08,231,179,4,2,15,43,5,52,2024-10-08 07:41:40,2024-10-08 14:30:40,2024-10-08 15:11:40,17.640166,78.343169,"On 8th October 2024 at approximately 7:41 am, a riot broke out in Yadgir East Police Station's jurisdiction, resulting in public disorder and violence. The incident occurred when a group of individuals, including Eiravati Madan and Adya Subramaniam, clashed with Michael Mander and Ekapad Thaman, leading to physical altercations and property"
277,FIR202600277,CASE202600277,2025-08-26,490,147,3,1,5,14,5,43,2025-08-25 18:57:26,2025-08-26 03:26:26,2025-08-26 03:43:26,16.741917,77.529934,"On 25th August 2025 at around 18:57:26 hours, a murder case was reported at Shivamogga East Police Station in Shivamogga district. The complainant, Avni Sarin, had filed a complaint stating that Amaira More and Vamakshi Chad were killed by contract killers Charita Anne and Wriddhish"
278,FIR202600278,CASE202600278,2025-02-04,441,1,2,2,6,17,4,1,2025-02-04 10:11:39,2025-02-04 11:47:39,2025-02-04 13:42:39,16.026526,74.125988,"On 04th February 2025 at approximately 10:11:39 am, a serious assault took place at Bagalkote Town Police Station's jurisdiction. The complainant, Christopher Shroff, reported that the accused, Avni Pal, had physically harmed the victim, Mekhala Dhawan, causing her severe injuries. Further investigation is underway to determine"
279,FIR202600279,CASE202600279,2025-10-02,209,57,4,1,5,13,2,16,2025-10-01 23:18:24,2025-10-02 05:32:24,2025-10-02 06:25:24,12.247857,75.719973,"On 1st October 2025 at around 11:18 PM, a murder incident occurred at Kai Prashad's residence in Chamarajanagar North Police Station jurisdiction, Chamarajanagar district. The complainant Abhimanyu Sangha reported that Yahvi Bandi intentionally killed Kai Prashad with a sharp weapon. Further investigation is underway to ascertain"
280,FIR202600280,CASE202600280,2025-12-22,362,109,3,1,5,14,4,32,2025-12-22 05:29:06,2025-12-22 13:39:06,2025-12-22 15:17:06,12.994517,76.308231,"On December 22nd, 2025 at around 5:29 am, a murder case was reported at Kodagu East Police Station in Kodagu district. The complainant, Wakeeta Chaudhari, reported that her husband Akshay Reddy and her friend Udyati Seth were killed by contract killers Zinal Ben, Simon Venkataraman, and Diya Moh"
281,FIR202600281,CASE202600281,2024-12-17,411,111,4,2,3,9,1,32,2024-12-16 21:23:12,2024-12-17 06:25:12,2024-12-17 08:17:12,13.002194,76.275771,"On 16th December, 2024 at approximately 9:45 PM, Kodagu North Police Station received a complaint from Banjeet Nayak regarding identity theft committed by Nitara Barman against Netra Chakraborty. The accused had gained unauthorized access to the victim's personal information and used it to create fake documents, including a driver's license and pass"
282,FIR202600282,CASE202600282,2025-10-23,382,64,1,1,7,19,2,18,2025-10-23 03:49:05,2025-10-23 06:34:05,2025-10-23 06:58:05,12.064515,75.308853,"On 23rd October 2025 at around 03:49:05 hours, Dakshesh Sridhar, the complainant, lodged a complaint at Chikkamagaluru West Police Station, Chikkamagaluru district, regarding the kidnapping of his 8-year-old daughter Adweta Deol by Nicholas Prabhu and Mohini Doctor. The"
283,FIR202600283,CASE202600283,2025-01-29,414,108,1,1,10,30,5,32,2025-01-29 09:33:45,2025-01-29 18:15:45,2025-01-29 19:22:45,12.985221,76.280121,"On January 29th, at approximately 9:33 am, Vrinda Wali, the complainant, reported to Kodagu Town Police Station that Darsh Wable, Samarth Pathak, and Tara Sama had been stalking her and her friend Praneel Ram and Yatin Patil for several days. The accused have been seen lurking around their residence and workplace, causing them"
284,FIR202600284,CASE202600284,2025-07-10,146,129,1,2,1,3,3,40,2025-07-10 04:20:16,2025-07-10 13:38:16,2025-07-10 13:45:16,15.878686,77.684988,"On 10th July 2025 at around 4:20 am, Faqid Jayaraman, a resident of Lashkar Police Station in Mysuru district, reported a theft incident to the police station. The complainant stated that his friend's mobile phone was stolen from their residence by two individuals, Peter Sen and Gaurang Trivedi. The victim, Bhavini Datta"
285,FIR202600285,CASE202600285,2026-05-06,92,113,2,1,2,4,5,33,2026-05-06 11:31:25,2026-05-06 14:46:25,2026-05-06 15:15:25,12.516319,77.474673,"On 6th May 2026 at approximately 11:31:25 AM, Tripti Oza, a resident of Kolar East Police Station, reported a robbery incident that occurred on the highway. The victim, Kritika Hegde, was traveling in her car when she was stopped by an accused, Yochana Mall, who threatened her at gunpoint and stole her valuables"
286,FIR202600286,CASE202600286,2026-03-25,348,125,3,1,13,38,1,39,2026-03-24 19:17:56,2026-03-25 01:42:56,2026-03-25 02:45:56,15.902622,77.68815,"On 24th March 2026 at around 7:17 pm, a complaint was filed by Meghana Shah at Vijayanagar Police Station in Mysuru district regarding an organized crime of extortion committed by Liam Dhaliwal and Manbir Choudhary against Bina Sarna and Atharv Menon. The complainant alleges that the accused had demanded a"
287,FIR202600287,CASE202600287,2024-09-27,98,126,3,2,11,31,1,38,2024-09-27 16:51:37,2024-09-27 19:16:37,2024-09-27 20:09:37,15.879459,77.609596,"On September 27, 2024 at approximately 1651 hours, a complaint was filed by Nitara Padmanabhan regarding money laundering committed by Manya Setty against Inaya Chokshi at Nazarbad Police Station in Mysuru district. According to the complainant, Manya Setty had obtained large sums of money through illegal means and was attempting to launder it"
288,FIR202600288,CASE202600288,2025-05-24,225,140,1,2,12,34,1,41,2025-05-24 09:08:55,2025-05-24 18:02:55,2025-05-24 19:02:55,14.191955,78.624336,"On 24th May 2025 at approximately 9:08 AM, a complaint was filed by Ethan Sathe regarding an incident of arson that occurred at the residence of Yashvi Parmar and Indira Iyer in Raichur North Police Station's jurisdiction. The accused, Faqid Sundaram, Ranveer Keer, and Ubika Sekhon were identified as"
289,FIR202600289,CASE202600289,2025-02-07,304,145,1,2,15,45,1,42,2025-02-07 13:06:04,2025-02-07 17:19:04,2025-02-07 19:19:04,17.53176,73.987316,"On February 7th, 2025 at approximately 13:06hrs, a complaint was filed by Ethan Sane regarding an illegal gathering at Ramanagara North Police Station in Ramanagara district. The complainant alleged that Fiyaz Wason had gathered a large crowd without proper permission from the authorities, causing a disturbance to the public order. Further investigation revealed that"
290,FIR202600290,CASE202600290,2024-07-26,254,80,1,2,11,32,5,22,2024-07-25 18:11:24,2024-07-26 04:53:24,2024-07-26 05:02:24,15.936269,75.691468,"On 25th July 2024 at approximately 18:11:24, a complaint was filed by Caleb Dhawan regarding tax fraud committed by Ekta Mannan against her employer Gaurangi Wason. The incident occurred in Davanagere West Police Station, Davanagere district. Ekta Mannan is accused of falsifying company records to em"
291,FIR202600291,CASE202600291,2026-01-29,57,14,2,1,10,28,4,5,2026-01-29 18:42:11,2026-01-29 21:01:11,2026-01-29 21:26:11,11.692769,74.488692,"On 29th January 2026 at approximately 18:42:11 hours, a complaint was filed at Tilakwadi Police Station, Belagavi, Karnataka, India, by Maanav Swaminathan, regarding dowry harassment against Daksha Bail and Rachit Nadkarni, who are the victims, by Megha Mitra and Charvi"
292,FIR202600292,CASE202600292,2025-10-25,41,104,4,2,11,33,3,29,2025-10-25 05:32:18,2025-10-25 13:20:18,2025-10-25 14:59:18,14.309193,74.335625,"On 25th October 2025 at approximately 05:32 am, a complaint was filed by Jason Balakrishnan at Kalaburagi North Police Station, Kalaburagi district, regarding an economic offense of forgery committed by Indrajit Ray. The victim, Bhavini Ganesh, alleges that Indrajit Ray forged her signature on a cheque worth R"
293,FIR202600293,CASE202600293,2025-01-28,300,81,1,2,9,27,3,22,2025-01-27 22:29:03,2025-01-27 23:35:03,2025-01-28 00:35:03,16.002208,75.682873,"On January 27th, at approximately 10:43 PM, a missing person report was filed at the Davanagere North Police Station in Davanagere district. The complainant, Elijah Nagarajan, reported that his daughter, Varsha Keer, has been missing since January 26th evening. The accused, Qasim Sood, is suspected to have abduct"
294,FIR202600294,CASE202600294,2026-01-08,443,36,4,1,13,38,1,9,2026-01-08 05:53:19,2026-01-08 17:10:19,2026-01-08 18:55:19,15.606396,77.737929,"On January 8th, 2026 at approximately 5:53 AM, Ojasvi Mutti filed a complaint at HAL Police Station in Bengaluru Urban district regarding an organized crime of extortion committed by Ayushman Tak and Vedhika Subramanian against Viraj Vala. According to the complainant, the accused had been demanding money from the victim under threat"
295,FIR202600295,CASE202600295,2025-08-25,293,55,4,1,7,19,5,16,2025-08-24 16:16:21,2025-08-25 03:40:21,2025-08-25 03:55:21,12.205271,75.729007,"On 24th August 2025 at approximately 16:16:21 hours, a kidnapping incident occurred at Chamarajanagar East Police Station in Chamarajanagar district. The complainant Faras Thakur reported that his minor son Benjamin Menon was forcibly taken away by Frederick Vohra and Jeremiah Sodhi. Both accused are known to the"
296,FIR202600296,CASE202600296,2025-05-27,70,25,1,1,2,5,2,8,2025-05-27 08:14:11,2025-05-27 15:59:11,2025-05-27 17:44:11,15.380642,77.291134,"On 27th May 2025 at approximately 8:14 am, three individuals- Oni Chandra, Isha Brahmbhatt, and Jagrati Ganguly- entered the Bank of Baroda located in the rural area of Bengaluru with the intent to commit robbery. They threatened the bank employees and customers with weapons, causing fear and panic among them. The accused stole a"
297,FIR202600297,CASE202600297,2024-07-30,70,25,3,1,2,4,1,8,2024-07-30 04:05:00,2024-07-30 09:33:00,2024-07-30 10:24:00,15.377519,77.272995,"On 30th July 2024 at approximately 04:05 am, a robbery occurred on the highway near Bengaluru Rural Police Station, where Isaiah Saini (victim) was attacked and robbed of his valuables by Yash Krishna (accused). The accused had allegedly stopped the victim's vehicle and threatened him at gunpoint before stealing cash"
298,FIR202600298,CASE202600298,2024-09-15,312,146,4,1,8,24,5,44,2024-09-15 09:57:37,2024-09-15 19:23:37,2024-09-15 19:41:37,16.754466,77.518293,"On September 15, 2024, at approximately 9:57 a.m., Liam Pall filed a complaint with the Shivamogga Town Police Station in Shivamogga district regarding an alleged drug offense involving Rohan Bhatt and Zansi Hayer. According to the complainant, Hayer was discovered to be manufacturing drugs at his residence in"
299,FIR202600299,CASE202600299,2026-04-20,160,61,3,2,14,41,1,17,2026-04-20 11:07:53,2026-04-20 16:33:53,2026-04-20 17:27:53,13.393324,74.232191,"On 20th April 2026 at around 11:07:53 AM, a traffic crime occurred in Chikkaballapur North Police Station jurisdiction. Urvi Chhabra, the complainant, reported that Vrishti Sha and Indali Badal were involved in a hit-and-run incident on National Highway 48, resulting in the injury of Reyansh"
300,FIR202600300,CASE202600300,2026-05-05,351,33,2,1,10,30,2,9,2026-05-05 11:10:43,2026-05-05 22:34:43,2026-05-05 23:00:43,15.615096,77.700171,"On May 5th, 2026 at approximately 11:10 AM, Anmol Butala filed a complaint at Electronic City Police Station in Bengaluru Urban district, alleging that Yashawini Rout and Girik Nadkarni have been stalking Krishna Vora and Veer Rajagopalan without their consent. The complainant claimed that the accused have been"
301,FIR202600301,CASE202600301,2025-08-20,330,158,2,1,2,4,4,45,2025-08-20 06:57:54,2025-08-20 12:23:54,2025-08-20 13:06:54,12.598004,73.970787,"On 20th August 2025 at approximately 6:57 am, a robbery occurred on Tumakuru Market Highway, where the victim Zayyan Nanda was attacked by three accused, Nakul Sachdev and two others who are yet to be identified. The accused snatched the victim's wallet containing cash and cards before fleeing the scene. The complainant Abeer"
302,FIR202600302,CASE202600302,2026-03-17,142,92,2,2,12,36,4,26,2026-03-16 12:17:46,2026-03-16 22:56:46,2026-03-16 23:26:46,18.417945,76.951852,"On 16th March 2026 at approximately 12:17 PM, Unnati Tata, the complainant, lodged a complaint at Hassan Town Police Station in the district of Hassan, Karnataka, India. The complaint pertains to an incident of illegal encroachment that occurred on March 15th, 2026, where Sanya D"
303,FIR202600303,CASE202600303,2025-09-16,251,147,4,2,6,18,4,43,2025-09-15 21:21:19,2025-09-16 03:49:19,2025-09-16 04:36:19,16.745148,77.562291,"On 15th September 2025 at around 9:41 pm, Shivamogga East Police Station received a complaint from Onveer Zachariah regarding an assault incident that occurred at his residence in the presence of his wife Nikita Sawhney and their minor son Chanakya Ganesh. The accused, Veer Randhawa, Gauri Padmanabhan, and Bimala Pal"
304,FIR202600304,CASE202600304,2024-11-07,102,176,2,1,5,14,5,51,2024-11-06 21:38:46,2024-11-07 09:50:46,2024-11-07 10:56:46,11.633137,78.295971,"On 6th November, 2024 at around 9:38 pm, Azaan Bala, the complainant, reported to Vijayapura North Police Station that Sai Mutti, a resident of Vijayapura, was brutally murdered by Benjamin Pal, who had hired him for a contract killing. The victim was found dead in his house with multiple stab wounds."
305,FIR202600305,CASE202600305,2024-10-23,481,77,3,1,5,15,4,21,2024-10-23 00:36:23,2024-10-23 11:26:23,2024-10-23 12:02:23,18.36838,77.986478,"On 23rd October 2024 at around 00:36:23, a murder case was reported at Dakshina Kannada Rural Police Station in Dakshina Kannada district. The complainant, Nimrat Chad, reported that her son, Jeremiah Chandran, was brutally murdered by his cousin, Dalbir Seshadri, due to an"
